sample_id,text,toxic,word_count,clean_toxic_prob,clean_prediction,tokenizer_family,model_name
8048144789c9131a,"Antaeus Feldspar reverts 
Please explain why are you deleting factual information.  23:33, May 21, 2005 (UTC)",0,16,4.554539191303775e-05,0,bpe,s-nlp/roberta_toxicity_classifier
ae7796273776ae2b,wow this whole article is retarded. it was clearly written by a fan and is more of a review of their music. its nothing more than some one's opinion. i think it should be deleted if it is cleaned up.,0,40,0.03847487270832062,0,bpe,s-nlp/roberta_toxicity_classifier
570b3ae14ca43883,"""

 Citylaugh - another puppet of Deng 

It seems that Superdeng has found yet another puppet to master. User Citylaugh is making edits that seem alot like his work. He reverted practically all my work (along with other users) in the Battle of Budapest article. He began his work in May, totally reverting its current version to some old one. I reverted it back to former one, and the article was left alone for a long time. Now he did it again, identifying me as """"vandal Kurt"""". I reverted it back to the former version, and I hope that he doesn't start a revert war in the article. Regards,  """,0,110,0.0004304253379814327,0,bpe,s-nlp/roberta_toxicity_classifier
c09e50ce81021d6c,"""Here is the quote from the Izel Jenkins page on Wikipedia: (http://en.wikipedia.org/wiki/Izel_Jenkins)

""""Jenkins acquired the nickname of """"Toast"""", due to fans and commentators believing he gave up too many  big pass plays (or colloquially being """"burnt"""" - hence """"toast"""") to opposing wide receivers, often leading to large gains and touchdowns by the other team.""""

Please explain how this differs from the """"Mamula'd"""" reference... The quote above could easily be rearranged to fit the Mamula scenario.

""",0,76,5.5187865655170754e-05,0,bpe,s-nlp/roberta_toxicity_classifier
503857340f82e60e,"""

 Cooling system 

The section about the aircraft's cooling system is informative, but it's basically original research (""""Following is a description of what is known about the cooling system used in the final version of Heinkel's system. It is based entirely on careful study of surviving photographs of the He 100 since no detail plans survive"""" is a dead giveaway). It's plausible enough, but for all I know it could be a lot of nonsense, because it doesn't have any sources. Unless it can be sourced to something, it should really be removed. -  """,0,95,0.0001238758268300444,0,bpe,s-nlp/roberta_toxicity_classifier
d57fc0c9f7abdbd7,"Ionic - no question. Chlorine is strongly electronegative, calcium is moderately electropositive - hence the complete transfer of valance electrons from Ca to Cl, forming Ca2+ and Cl- ions.",0,29,5.493173739523627e-05,0,bpe,s-nlp/roberta_toxicity_classifier
1bc87aae8bc94825,"""

 Temple Of The Dog (album) 

Hi there 5, VASCO from PORTUGAL here

Just wanted to improve on this article's grammar, display and other stuff (also important info, like the fact that CHRIS does not play guitar on the record, at least he is not credited), but i see you have reverted most of it more than one time, dunno why.

Since i have alreay had my share of edit wars, i take this time to say to you: rest assured, that article (better """"ARTICLES"""", TODG the album and TODG the band) will NEVER be edited by me AGAIN.

Rock on, from PORTUGAL,
VASCO AMARAL - 217.129.67.28  """,0,108,0.00016715678793843836,0,bpe,s-nlp/roberta_toxicity_classifier
34271f8eb0564b50,"Oh, please, do NOT unblock me, as I've no further interest to contribute content to an organization of Wikipedia's ilk.",0,20,5.561580110224895e-05,0,bpe,s-nlp/roberta_toxicity_classifier
167fb4fa6dc57be7,"Contested deletion 

This page should not be speedy deleted as an unambiguous copyright infringement, because... (your reason here)   

I have replaced text that violated copyright with my own text.",0,29,6.966591899981722e-05,0,bpe,s-nlp/roberta_toxicity_classifier
5cf5bf27fef6483d,"Changed to military time
I thought I would be bold here, So I changed the times from am-pm to military time eg: 13:00 to 23:00.",0,25,3.569122054614127e-05,0,bpe,s-nlp/roberta_toxicity_classifier
4beea4d7d63b7e27,"Happy Holidays! 

Hello Jason, just dropping by to wish you great holidays and all the best for 2012!",0,18,4.393946073832922e-05,0,bpe,s-nlp/roberta_toxicity_classifier
e0605cab5245f20c,"I'm afraid I know little about taxonomy, so have no useful advice except encouragement.",0,14,3.664904579636641e-05,0,bpe,s-nlp/roberta_toxicity_classifier
95233360db1db0df,"A tag has been placed on Muck (band), requesting that it be speedily deleted from Wikipedia. This has been done because the article seems to be about a person, group of people, band, club, company, or web content, but it does not indicate how or why the subject is notable, that is, why an article about that subject should be included in Wikipedia. Under the criteria for speedy deletion, articles that do not assert notability may be deleted at any time. Please see the guidelines for what is generally accepted as notable, and if you can indicate why the subject of this article is notable, you may contest the tagging. To do this, add  on the top of the page (below the existing db tag) and leave a note on the article's talk page explaining your position. Please do not remove the speedy deletion tag yourself, but don't hesitate to add information to the article that would confirm its subject's notability under the guidelines.

For guidelines on specific types of articles, you may want to check out our criteria for biographies, for web sites, for bands, or for companies. Feel free to leave a note on my talk page if you have any questions about this.",0,206,4.864680886385031e-05,0,bpe,s-nlp/roberta_toxicity_classifier
878a17320345b7a6,"""
There are, of course, all sorts of sources besides the ones that Esoglou has produced, some quite unconnected to the RCC, for the news that Catholic Bishops in the UK have protested the CPS's non-prosecution of sex selection abortion. Saying that all of this amounts to a self-published press release is silly. Even more silly is the notion that a news item clearly having to do with the Catholic Church and abortion somehow doesn't belong in an article entitled the """"Catholic Church and abortion"""".   """,0,86,0.002612991724163294,0,bpe,s-nlp/roberta_toxicity_classifier
5c21bd0249baeb54,"REDIRECT Talk:Sharadchandra Pawar Arts, Commerce and Science College Asurle-Porle",0,9,3.736444705282338e-05,0,bpe,s-nlp/roberta_toxicity_classifier
cf06ec0d45f25ccd,"International Series template
I've removed the IS template you placed on the 2008 Open de Tenis Comunidad Valenciana article because the standard practice is to place it on the main article page. I've also altered a couple of others accordingly and changed the title of the IS template, which was misleading. I think making a template for the 2008 series, á la the Masters Series one, would be a good idea though.",0,72,3.3931493817362934e-05,0,bpe,s-nlp/roberta_toxicity_classifier
514d690f05161c29,"The article is defamatory, then. If it's consensus that counts, will you agree when there's a consensus on the Holocaust article that it was all a hoax? Or if there's enough editors to agree there really is a Man in the Moon?",0,42,0.0008663812768645585,0,bpe,s-nlp/roberta_toxicity_classifier
2fa05f6f1567942a,"""
 And as I replied there, there is no such concept as """"inherited statistics"""" with respect to the IOC.  Medals won by competitors from URS, TCH, FRG, GDR, YUG, etc. in past Games are still recorded as such.  Since the IOC does not publish any summary results (medal totals) that span more than a single Games, they don't have to worry about how to combine them.  The only instances where an old NOC is """"replaced"""" with a current NOC is for name changes (i.e. Ceylon to Sri Lanka, Taiwan/Republic of China to Chinese Taipei, etc.)  I don't know what you mean by """"membership rights"""", but the Russian Olympic Committee, for example, was created in 1989 and recognized in 1993, so clearly is a unique NOC from the Olympic Committee of the USSR. —  (talk · contribs) """,0,137,3.298317824373953e-05,0,bpe,s-nlp/roberta_toxicity_classifier
1a851188851487f1,"Support. The Japan Times, Mainichi, Yomiuri, and NHK, not to mention BBC, all give the subject without a diacritic.",0,19,3.952282349928282e-05,0,bpe,s-nlp/roberta_toxicity_classifier
fd45e0e54ace0089,"Keep - while it may not be onerous at present, bin Laden hasn't been dead a day yet. It's obvious that both articles will continue to grow considerably.",0,28,5.761493957834318e-05,0,bpe,s-nlp/roberta_toxicity_classifier
b9a3152061a34a76,"""What is your problem? Are you unable to read?

It is a pity you did not bother to read the article in question, as it has 5 sets of """"numbers"""" by 3 different people.

""",0,35,0.000524850154761225,0,bpe,s-nlp/roberta_toxicity_classifier
c87640b53cebbdc4,"""
See thi link from www.Christian-Bible.com, . See the 43rd foot note in that link. ==> =|Ω|=ДPaul|'''''' """,0,18,7.609631575178355e-05,0,bpe,s-nlp/roberta_toxicity_classifier
f756acee3e86d8db,"Werewolf: The Whatever

No reason for these minor elements of W:tF backstory to have their own articles.

Was that a deliberate typo? Either way, it's quite funny ).  04:45, 25 Sep 2004 (UTC)",0,33,6.328124436549842e-05,0,bpe,s-nlp/roberta_toxicity_classifier
8f717fb6596cda63,"By the way, if you block me, you'll bloch 15.000 other people who use the same server!",0,17,0.00940626859664917,0,bpe,s-nlp/roberta_toxicity_classifier
587596726a21e7c1,"Let's take the U.S. Internal Revenue Service as an example. I'm going to use somewhat non-technical terms.

This is very simplified but, generally speaking, the auditor examines the taxpayer's records (or other records) to determine the correct amounts of income, deductions, tax, etc. The auditor generally is not involved in trying to obtain the actual tax payment. At the IRS, the top people who work as auditors (or examiners) are called Revenue Agents.

The tax collector comes into the picture much later  after the amount of the tax has been determined. The collector isn't trying to determine the correct amount of tax; the collector is trying to obtain payment of the tax, or to seize assets to sell to satisfy the tax that the IRS claims is owed. At the IRS, the top people who work as tax collectors are called Revenue Officers.

If you compare Revenue Agents and Revenue Officers, a Revenue Agent (auditor) is likely to know more than a Revenue Officer (collector) knows about substantive federal tax law: what items are income, what items are not income, what expenses or other items are deductible, what items are not deductible, what credits are allowed, how the tax is properly computed, etc.

The Revenue Officer is likely to know more than a Revenue Agent knows about procedural federal tax law: how a federal tax lien arises; what things the IRS has to do to perfect the tax lien as against the taxpayer's other creditors, what rights the taxpayer to a hearing prior to seizure of assets, how to legally seize assets, what kinds of assets may be legally seized without a court order, what kinds of seizures require a court order, and so on.",0,285,3.3388289011782035e-05,0,bpe,s-nlp/roberta_toxicity_classifier
57436434a58d06f7,"Elephant 

Your recent addition of a fair-use image to Elephant had to be reverted.  You were using the image in violation of WP:IUP.  Sorry.",0,24,4.829901081393473e-05,0,bpe,s-nlp/roberta_toxicity_classifier
c86df7b254a9e08f,The 'nahis' map is grossly inaccurate and seems to actually be fabricated.,0,12,0.0008653508848510683,0,bpe,s-nlp/roberta_toxicity_classifier
fb1bdec305ab587a,"Your concern at Wikipedia_talk:IP_block_exemption 

I have replied on that page. Briefly, it seemed that talk page consensus was leaning towards having an admin do the task instead of a checkuser, for diverse reasons. Please indicate on the talk page whether or not you agree. I will wait to take action until you reply. As I am biting my nails somewhat, please reply soon! -)",0,64,4.4526623241836205e-05,0,bpe,s-nlp/roberta_toxicity_classifier
f9f8a1252584cf04,"""

Thank you.

I've posted an Associated Press article that appeared on the news wires today, on the discussion page for nitrites.

The article validates my concerns about Wikipedia. I imagine you'll edit it out, or delete it.

I suspect that the general public 'gets it' about Wikipedia, too.

It's regrettable that the folks who are the most knowledgeable about, and best able to use, the intracacies of Wikipedia's rules and regulations are also the people best equipted to use that knowlege to stifle newbies, and/or those who are less computer-savvy, who may make mistakes, or who haven't even yet heard about what a 'sock puppet' is, or RR32 rule, or whatever rules you and heah used to stifle my contributons.

I doubt you'll 'get it', nor do I care.  But, at the end of the day, just maybe   there's a chance that you'll actually understand the damage you do by your holier-than-thou attitudes, and arrogant computer-geek power-plays.

This is in no way meant to be a personal attack"""" on you or heah, or anyone else who edits in Wikipedia. It's simply the reaction of an ordinary guy, based on his observations and experiences after being stifled by those who dissagreed with his edits. You and heah, in addition to not agreeing with my edits, clearly have the superiour knowledge of how Wikipedia works, which made it easy for you to throw  down obstables to my postings, make false allegations of wrong doing, and activate Wikipedia's rules to either threaten to ban me or block me, or  as you did, to actually ban or block me. 

But the more important issue  and problem  is for Wikipedia itself; namely, that this kind of censorship is akin to the autoritarion rulers whose people are only allowed to see or read whatever the rulers deem suitable  which will, as I've said before, only serve to further diminish the already tarnished reputaton of Wikipedia.

 """,0,321,0.0018599594477564096,0,bpe,s-nlp/roberta_toxicity_classifier
8e11ec1296e3c65e,"(UTC)

Please note that the school song was originally created in the Chinese language, and that there has been no official English version of the song. It would also not be viable to have an English version of the song, as this would completely destroy the image of the school as a Chinese school. 218.186.13.2  06:41, 21 October 2008",0,59,3.8590711483266205e-05,0,bpe,s-nlp/roberta_toxicity_classifier
72e631e6dc2eda30,"""
Thanks for the information, it was very useful. Regards.   """,0,11,3.8379610487027094e-05,0,bpe,s-nlp/roberta_toxicity_classifier
f4981f65c621cc37,TANSTAAFL when it comes to subsidies...I suggest you give common sense a good read,0,14,7.720070425421e-05,0,bpe,s-nlp/roberta_toxicity_classifier
9b08c807c014adfd,"The PM and state executive councillors, however, come ahead of both the Speaker and the President. And like I said, as government is formed exclusively in the lower house, the above point is irrelevant. Orderinchaos",0,35,4.54921719210688e-05,0,bpe,s-nlp/roberta_toxicity_classifier
8356613e99b941a2,"Garbage, selective pieces of news, not the whole facts. Offender has already been in trouble for his re-editing and now takes the cake with his fawning over Karam.",0,28,0.9849907755851746,1,bpe,s-nlp/roberta_toxicity_classifier
7e86fd252f8c53de,"Userbox MfD
Hi,

In light of the revisions made to its content, I have closed the MfD as a Keep.  Best wishes,",0,22,6.139867036836222e-05,0,bpe,s-nlp/roberta_toxicity_classifier
98f2b538f082bf90,"Yet another block ==
   

Blocked for three months for inserting original research in Ten Commandments after numerous previous warnings and multiple previous blocks. See above.    

==",0,26,8.558986155549064e-05,0,bpe,s-nlp/roberta_toxicity_classifier
41febc5baaf0b52c,. And why is the signature option not working?,0,9,3.553493297658861e-05,0,bpe,s-nlp/roberta_toxicity_classifier
a564952e9b613f46,"""

 The source of Jan Dlugosz 

I would like this source to be added to the article:

The Annals of Jan Dlugosz; ISBN 1901019004; page 593; A.D. 1476

""""The Bessarabian soldiers, who share a language and customs with the Walachians and know their secrets and domestic affairs, are able to inflict more damage on them than can the Turks""""

Note: Dlugosz refers to Moldavians as Walachians and sometimes will mention The Voivode of Moldavia's Walachians; while the southern Wallachians of Wallachia are mentioned as Bessarabians, and their country as Bessarabia. Sometimes, however, Moldavians are called just Moldavians. Dlugosz was talking about the Battle of Baia.  """,0,106,3.845273022307083e-05,0,bpe,s-nlp/roberta_toxicity_classifier
6d7c05a78259638d,"""

 Suggestion... 

... I feel the urgent need to advice you to go to contact the Centraal Bureau voor Genealogie or the nl:Nederlandse Genealogische Vereniging for advice with your genealogical research. Your present attempts are plain tragic and partly falsifications. Please learn genealogy first before writing about it...  talk """,0,50,0.0001033792577800341,0,bpe,s-nlp/roberta_toxicity_classifier
bff47bf188133158,"""

 Please stop your disruptive editing. If you continue to vandalize Wikipedia,  you will be blocked from editing. 
Similar behaviour on EDL - the only effect of your failure to yse the talk pages will be semi-prtection of the article and/or your account being blocked.   TALK  """,0,47,0.0014777311589568853,0,bpe,s-nlp/roberta_toxicity_classifier
d8ae74a02f817fc3,"""

 MSM 

Agreed

Every single source I have and Puellanivis has referred to has said that TG/TS women are considered MSM or """"along side"""" MSM. The much vaunted CDC source made it sound even less ambigous. Her very own source backed me! That TG/TS women are for the CDC's and any other medical purpose biologically male, that the MSM category does not take into account any aspec of identity. Which would include gender identity. Case closed.

The rest of this has just been about Puella and her personal feelings.   

No, my source states that gender identity is not tracked at all, so the assumption on their part is that everyone is reported as they """"biological"""" sex.  However, again, if a TS/TG were reported as female, since no gender identity information would be collected there would be no indication of which were which.  Literally TS/TG information is entirely intermingled, in some indeterminable amount.  The ambiguity of not collecting TS/TG information means that there is simply a blanket assumption about how the information is received from the CDC... the true answer is, because of the ambiguity no one knows how they're split up... the data is intermingled, and there is no way to separate the information.  Again, the answer from the CDC and from your sources is that the assumption is that MTF TS/TG are reported as MSM, and FTM are just pretty much ignored... N.B. assumption... since gender identity information isn't collected no one can say what it is.  Again, being that my medical records indicate me as female, and I continue to be asked """"are you pregnant?"""" when getting x-rays indicates that I would not be reported as a male to the CDC.  Without collecting gender identity information, no one can with certainty that all TS/TG are recorded as MSM.  The answer is """"it's inconsistent and no one knows"""", not """"haha I'm right, you're wrong, TS/TG are always MSM"""".   """,0,320,5.4597712733084336e-05,0,bpe,s-nlp/roberta_toxicity_classifier
b45991acbfd75294,"capitalism
Hey, if you ever get the chance you might want to help out getting a better intro in the capitalism article. It sucks as it is. Some of us are trying to get a definition of capitalism in there, while a couple other people that write horribly are trying to prevent that from happening. Look at it now it's attrocious. Good work on the libertarian article.  04:51, 29 Mar 2005 (UTC)",0,72,0.015594388358294964,0,bpe,s-nlp/roberta_toxicity_classifier
7510ce0b61068798,"""
Good luck with the improvements.   Talk  """,0,8,3.904108234564774e-05,0,bpe,s-nlp/roberta_toxicity_classifier
7a08a982dc55fc6f,"maybe 2 for each eye.  yup, 20 cocks.",0,8,0.9798752069473267,1,bpe,s-nlp/roberta_toxicity_classifier
4a641c7135453ddd,"""

Exactly, but the Swedish article at least had sources I could check!  ;-)  Go see what I did at the template, just added a bit to the Shetland article.  Always possible to do more, but this should be a start.  (talk) """,0,43,3.605954771046527e-05,0,bpe,s-nlp/roberta_toxicity_classifier
c2c38ea31342489c,"I commented on the AfD, I haven't switched to keep though.",0,11,3.511345130391419e-05,0,bpe,s-nlp/roberta_toxicity_classifier
d09f44ccc6bf38c5,"Trojan Virus Deletion 

Can you edit my post on Trojan Virus Deletion to make it more professional like. I know the information is correct, but its not wiki-tone like.",0,29,8.732028072699904e-05,0,bpe,s-nlp/roberta_toxicity_classifier
a2f6f3485e7653be,"We have also removed from wikio the account and pages produced by the user matucana, this user is blcklisted on our side. Then he will have no more reason to put again links on wikipedia, as its pages are no more existing.
82.229.14.44  Christophe",0,44,0.00010545510303927585,0,bpe,s-nlp/roberta_toxicity_classifier
8d4d7a7648283251,"""::Thelmadatter, you write about paid editing as if it were going to be funded by some philanthropic enterprise whose goal would the betterment of the encyclopedia in the interest of the spread of world knowledge. This is a possible scenario, but a highly unlikely one.  Why would anyone pay someone to write an article except for either personal vanity or commercial gain (and sometimes both together)?  No puffery, no positive spin, no paid sources, no image manangement, no on-going monitoring for a """"stable"""" article; no chance.   

""",0,87,3.918031507055275e-05,0,bpe,s-nlp/roberta_toxicity_classifier
bd93e1e301415d02,"See edits summary for deleted , and deleted Talk:The Series of star fox.",0,13,3.6288402043282986e-05,0,bpe,s-nlp/roberta_toxicity_classifier
5688e3c95d4b6c88,"Exactly. clear guidelines are in place for self published works. this article verily violates #2 (contentious - erm.. WP:MADEUP), #3 (unduly self-serving), and #7 (a section is primarily based un such material). #2 I am willing to concede that a self-published source full of amde-up hogwash is a fin source, as long as it is not presented as some sort of false authority. Anderson is obviously some sort of authority on Mucoid plaque, but he is not an authority on anatomy and physiology.
Hence why I feel tagging this article as very shoddy is appropriate, and I am confused why calls for clean-up and reassessment of a shoddy tit-for-tat POV-style have been met with alarm.",0,115,0.00027950762887485325,0,bpe,s-nlp/roberta_toxicity_classifier
0f5c123acb6ba9be,"Hello. Why do you think incest is good?

Regards,

James Allison
Research Fellow (Psychology)
University Of Oxford",0,17,0.00018863136938307434,0,bpe,s-nlp/roberta_toxicity_classifier
bea22ea80c786a83,"Sounds good. Loved your work on the Paralympics, BTW. I know quite a few of the Australians involved and actually felt a little too close to be able to write objectively on those people without a lot of effort. So thanks. (And I've just opened Netball and the Olympic Movement. Give me some time and I'll check it out.)",0,59,3.537561133271083e-05,0,bpe,s-nlp/roberta_toxicity_classifier
b5dd72ba812a20ca,"Referral concerning  sock puppet and 1R violation
Hi Tariq. I brought this matter up with Tim Song. He agreed that a block was warranted per  but asked that I refer the matter to another admin to carry out a sanction per his stated (and well-grounded) reason. I am referring the matter over to you since judging by Tim's talk page, you have some level of familiarity with the case and the previous sock puppets. Best",0,75,4.58720896858722e-05,0,bpe,s-nlp/roberta_toxicity_classifier
42287f97ecfd3b94,"Fraternity 

I've reported you to the Administrator's notebook for your 3 revert rule violation and unwillingness to employ wikipedia policy on disambiguation. They can address the problem any way they wish.129.133.124.199",0,31,0.0002587834605947137,0,bpe,s-nlp/roberta_toxicity_classifier
64291023e569054a,How could Muhammad have been the author if he was illiterate?,0,11,0.018575293943285942,0,bpe,s-nlp/roberta_toxicity_classifier
3e6e0d54f145f175,The aforementioned news post contains no photo's. What are you talking about?,0,12,3.289192682132125e-05,0,bpe,s-nlp/roberta_toxicity_classifier
a5f75ba69ea878e4,its ok i think but i'd add the HRE as well.,0,11,0.00012652535224333405,0,bpe,s-nlp/roberta_toxicity_classifier
b25a1c613af56fd0,"""

Why not just let it drop now, JJ? There is no need to flog another dead horse, especially since """"your"""" isbn does in fact appear in GBooks. RM, see   """,0,31,0.00035023604868911207,0,bpe,s-nlp/roberta_toxicity_classifier
dd263a90e3490ee5,"Cycles Chart 

I believe that the previous cycle chart has been used for many years and is very easy to read and understand.  It also included the flag for each cycle's global destination.  I also feel that it should be left as is and not changed.  Thnaks.",0,47,3.464009932940826e-05,0,bpe,s-nlp/roberta_toxicity_classifier
4d4c145630606ba9,"Wake in Fright 

I have no doubt you mean well, but Aussie posters should be used for Aussie films. Can't find the original Aussie poster, but the one you keep adding back is the original US one.",0,37,4.546337731881067e-05,0,bpe,s-nlp/roberta_toxicity_classifier
42a3ac323b5cb8fc,"""

 To FC or not to FC 

You'll find that if the team's common name, that used in publications and broadcasts, includes """"FC"""" then the articles will as well. Most North American teams that include FC in the team name will use it officially. Examples are Seattle Sounders FC, FC Dallas, Toronto FC and my team, Vancouver Whitecaps FC. It appears that this will also be the case with New York City FC.   """,0,74,3.769887916860171e-05,0,bpe,s-nlp/roberta_toxicity_classifier
1905ef6b1563ed1e,"Unsourced entries 

In accordance with BLP policy, and WP:LISTPEOPLE, unreferenced redlinked entries either need to be sourced in  order to  assert notability, or they  must  be removed.",0,27,3.790316259255633e-05,0,bpe,s-nlp/roberta_toxicity_classifier
bcb4117c8b7b1848,":Image:Aaaaa.jpg‎
When you uploaded the Sheek Louch image to Image:Aaaaa.jpg‎, you over-wrote an existing image illustrating a different article. To be fair, the first one ought also to have had a more specific filename too...",0,35,3.60657722922042e-05,0,bpe,s-nlp/roberta_toxicity_classifier
8069862139cadd98,Where can I find kellers star ratings 142.162.207.62,0,8,8.649271330796182e-05,0,bpe,s-nlp/roberta_toxicity_classifier
