sample_id,original_text,attacked_text,clean_toxic_prob,attacked_toxic_prob,clean_prediction,attacked_prediction,attack_success,n_modified_words,n_added_chars,original_token_count,attacked_token_count
74bd6565c5c55524,"ITS TIME TO KICK THESE LEFTIST FOOLS OFF WIKIPEDIA 

ENOUGH OF THIS LEFT WING PROPAGANDA AND NONSENSE",ITS TIME TO KICK THESE LEFTIST cFOOLS OFF WIKIPEDIA ENOUGH OF THIS LEFT WING TPROPAGANDA AND NONSENSE,0.946732759475708,0.25014060735702515,1,0,1,2,2,17,23
3d4eaf72f069f950,"Respect is earned by respect 

That user IS a troll and a stalker. They are not respected and are close to being banned. Did you bother to read the inflammatory garbage that they write on wikipedia? Or are you just part of a troll posse?",Respect is earned by respect That user IS a gtroll and a stalker. They are not respected and are close to being banned. Did you bother to read the inflammatory garbage that they write on wikipedia? Or are you just part of a troll posse?,0.8584551215171814,0.410899817943573,1,0,1,1,1,49,50
ec1add9e6b0eaf66,"I want to apologize to all of the morons, imbeciles, and microcephalics on Wikipedia that I've insulted.  I know there's a lot of you out there and I can't possibly remember all of your names, but let me just say this: I love you and I accept you for who you are.","I want to apologize to all of the Qmorons, limbeciles, and microcephalics on Wikipedia that I've insulted. I know there's a lot of you out there and I can't possibly remember all of your names, but let me just say this: I love you and I accept you for who you are.",0.953960418701172,0.03414010629057884,1,0,1,2,2,72,73
54b4fce9d69cbc01,"Kill six of my babies before they had a chance to breathe? 

You won't be getting away with this without the world hearing the real name of your dog, hideously hidden by your white washing.

How can you worship an incestuous rapist in this way?","uKill six of my babies before they had a chance to breathe? You won't be getting away with this without the world hearing the real name of your dog, hideously hidden by your white washing. How can you worship an incestuous rapist in this way?",0.5683097243309021,0.11535892635583878,1,0,1,1,1,55,56
fcd693485b8fdc93,"Stop butchering articles 

What a hack job you did of the Gorilla article.  Do you actually think it's an improvement?  I'll keep reverting until it gets through that thick skull of yours that your changes were totally unnecessary.  A separate page just for gorillas in popular culture?  What were you thinking?  That was a VERY stupid move.",Stop butchering articles What a hack job you did of the Gorilla article. Do you actually think it's an improvement? I'll keep reverting until it gets through that thick skull of yours that your changes were totally unnecessary. A separate page just for gorillas in popular culture? What were you thinking? That was a VERY jstupid move.,0.9395240545272828,0.00909767858684063,1,0,1,1,1,71,74
4345f2853c01a9b3,"Hypocrisy

These are the very things you are doing. Mere accusations do not make you right trolls. Fail",jHypocrisy These are the very things you are doing. Mere accusations do not make you right trolls. Fail,0.8134331107139587,0.08253482729196548,1,0,1,1,1,24,25
63c08db42abdf932,"HEY ASSHOLE

why did you delete the new picture of John McCain? Do  you hate america? It was flattering as fuck. DID YOU NOT look at his eyes? GROW A PAIR and be emotinoal for a moment. 

SEND

oh wait i press 'save page' i guess huh? okay.

why dont you TELL ME mister WIKI PEDIA MASTER

get a life. and dont be so rude next time.",HEY pASSHOLE why did you delete the new picture of John McCain? Do you hate america? It was flattering as cfuck. DID YOU NOT look at his eyes? GROW A PAIR and be emotinoal for a moment. SEND oh wait i press 'save page' i guess huh? okay. why dont you TELL ME mister WIKI PEDIA MASTER get a life. and dont be so rude next time.,0.9448769092559814,0.018836839124560356,1,0,1,2,2,87,89
a731e83d98517e85,Hello asshole. Your mother might be a cross wiki vandal or even a cross country whore but I am not. You blocked me on a groundless basis only because your  asked you too. I have not done anything wrong in English wikipedia. But you will pay the price for your stupid action.,Hello Uasshole. Your mother might be a cross wiki vandal or even a cross country whore but I am not. You blocked me on a groundless basis only because your asked you too. I have not done anything wrong in English wikipedia. But you will pay the price for your jstupid action.,0.9484747052192688,0.04589124768972397,1,0,1,2,2,60,65
81371cf069856f3f,"""So a person of Pakistani or African decent can't be classed as English in your view? Or you think that all skinheads are racists - even the black ones? And you feel that blacks and asians are """"taking over"""", well you must read the wrong sort of newspapers if those are the views you hold. I know that you must be consumed with self-loathing at not being English, but hey, look on the bright side, you can just add it to the list of other things """"you people"""" spend your miserable lives whining about. Take care now!  

""","""So a person of Pakistani or African decent can't be classed as English in your view? Or you think that all skinheads are racists - even the nblack ones? And you feel that cblacks and asians are """"taking over"""", well you must read the wrong sort of newspapers if those are the views you hold. I know that you must be consumed with self-loathing at not being English, but hey, look on the bright side, you can just add it to the list of other things """"you people"""" spend your miserable lives whining about. Take care now! """,0.6624324321746826,0.38814085721969604,1,0,1,2,2,126,129
326f2b7604034d4d,". I am a stupid bitch for blocking this user, but that's just what bitches like me do",". I am a stupid bitch for blocking this user, vbut that's just what bitches like me do",0.9577963352203368,0.0008333089645020664,1,0,1,1,1,22,24
2c2a14cd62bacacc,"Hi ya buddy 
Look, don't be a butt humper.  Are you bendover buddies with Hale or something?  What the hell is wrong with mocking a piece of dog shit like that?","Hi ya buddy Look, don't be a butt humper. Are you bendover buddies with Hale or something? What the hell is wrong with mocking a piece of dog rshit like that?",0.6789562702178955,0.4335556626319885,1,0,1,1,1,39,40
80b069b2c1e9e769,"""The definition of genre warrior is YOU. I am not """"warring"""" shit. I am adding sources for genres already existing. You are pushing your own opinion as fact. And I will destroy you if you continue to thwart me. ""","""The definition of genre warrior is YOU. I am not """"warring"""" jshit. I am adding sources for genres already existing. You are pushing your own opinion as fact. And I will destroy you if you continue to thwart me. """,0.6773895621299744,0.006476154550909996,1,0,1,1,1,51,53
75ff3995be349c87,"I wanted to vanish, I wanted to flee from the tom.mevlie image, let me go in peace and you will never hear from me or this stupid account ever again.","I wanted to vanish, I wanted to flee from the tom.mevlie image, let me go in peace and you will never hear from me or this rstupid account ever again.",0.9437425136566162,0.0018652697326615453,1,0,1,1,1,37,39
36caa818e690ac4e,"""

Other suck puppets
Salam, I guess these are the Suck puppets of our friends(Patchouli):(t-c) """,""" Other rsuck puppets Salam, I guess these are the rSuck puppets of our friends(Patchouli):(t-c) """,0.8531510829925537,0.00370316905900836,1,0,1,2,2,29,31
4d1ba7b5c96b4efa,"Hey you bitch 

When you deleted my page, I cried. You made an 18 year old cry.","Hey you jbitch When you deleted my page, I cried. You made an 18 year old cry.",0.9341508150100708,0.0016073334263637662,1,0,1,1,1,20,22
ccf05c5d4b791836,"ur a faggot, fuck off and get a real job and stop fucking with my posts

8=======D","ur a faggot, cfuck off and get a real job and stop ufucking with my posts 8=======D",0.9475595355033876,0.10807044059038162,1,0,1,2,2,28,31
