sample_id,text,toxic,word_count
74bd6565c5c55524,"ITS TIME TO KICK THESE LEFTIST FOOLS OFF WIKIPEDIA 

ENOUGH OF THIS LEFT WING PROPAGANDA AND NONSENSE",1,17
3d4eaf72f069f950,"Respect is earned by respect 

That user IS a troll and a stalker. They are not respected and are close to being banned. Did you bother to read the inflammatory garbage that they write on wikipedia? Or are you just part of a troll posse?",1,45
ec1add9e6b0eaf66,"I want to apologize to all of the morons, imbeciles, and microcephalics on Wikipedia that I've insulted.  I know there's a lot of you out there and I can't possibly remember all of your names, but let me just say this: I love you and I accept you for who you are.",1,52
54b4fce9d69cbc01,"Kill six of my babies before they had a chance to breathe? 

You won't be getting away with this without the world hearing the real name of your dog, hideously hidden by your white washing.

How can you worship an incestuous rapist in this way?",1,45
fcd693485b8fdc93,"Stop butchering articles 

What a hack job you did of the Gorilla article.  Do you actually think it's an improvement?  I'll keep reverting until it gets through that thick skull of yours that your changes were totally unnecessary.  A separate page just for gorillas in popular culture?  What were you thinking?  That was a VERY stupid move.",1,57
4345f2853c01a9b3,"Hypocrisy

These are the very things you are doing. Mere accusations do not make you right trolls. Fail",1,18
63c08db42abdf932,"HEY ASSHOLE

why did you delete the new picture of John McCain? Do  you hate america? It was flattering as fuck. DID YOU NOT look at his eyes? GROW A PAIR and be emotinoal for a moment. 

SEND

oh wait i press 'save page' i guess huh? okay.

why dont you TELL ME mister WIKI PEDIA MASTER

get a life. and dont be so rude next time.",1,67
a731e83d98517e85,Hello asshole. Your mother might be a cross wiki vandal or even a cross country whore but I am not. You blocked me on a groundless basis only because your  asked you too. I have not done anything wrong in English wikipedia. But you will pay the price for your stupid action.,1,52
81371cf069856f3f,"""So a person of Pakistani or African decent can't be classed as English in your view? Or you think that all skinheads are racists - even the black ones? And you feel that blacks and asians are """"taking over"""", well you must read the wrong sort of newspapers if those are the views you hold. I know that you must be consumed with self-loathing at not being English, but hey, look on the bright side, you can just add it to the list of other things """"you people"""" spend your miserable lives whining about. Take care now!  

""",1,98
326f2b7604034d4d,". I am a stupid bitch for blocking this user, but that's just what bitches like me do",1,18
2c2a14cd62bacacc,"Hi ya buddy 
Look, don't be a butt humper.  Are you bendover buddies with Hale or something?  What the hell is wrong with mocking a piece of dog shit like that?",1,31
80b069b2c1e9e769,"""The definition of genre warrior is YOU. I am not """"warring"""" shit. I am adding sources for genres already existing. You are pushing your own opinion as fact. And I will destroy you if you continue to thwart me. """,1,40
75ff3995be349c87,"I wanted to vanish, I wanted to flee from the tom.mevlie image, let me go in peace and you will never hear from me or this stupid account ever again.",1,30
36caa818e690ac4e,"""

Other suck puppets
Salam, I guess these are the Suck puppets of our friends(Patchouli):(t-c) """,1,16
4d1ba7b5c96b4efa,"Hey you bitch 

When you deleted my page, I cried. You made an 18 year old cry.",1,17
ccf05c5d4b791836,"ur a faggot, fuck off and get a real job and stop fucking with my posts

8=======D",1,17
b76e9f17979d1f14,".

 i have just changed to Turkic again. i dont understand why everybody wants to share turkish history. and this guy called kansas the arm taker  is not  really an iranian , he  is an idiot  troll . we have lots of iranian wikipadian friends here,they dont like this stupid  provocateur  also. long live iranian turkish friendship and watch out the loser provocateurs who think they can troll around and write fake history. love and respect for real iranians",1,79
68efd5aee7c08d37,"Umm...

Can you pull your head out of your arse for a second and admit that the belief that Muhammad was foretold in the Bible is the very definition of pseudoarchaeology? It's only believed by a few to push their agenda. It's physically impossible. Its arguments fall flat. Get a grip",1,51
a980f867331cb168,"You're both morons.  David Levy, you're the ONLY person with a problem with the move, so I'm not sure what consensus you're referring to.  Scorpion, relatively popularity is meaningless.  They both have the same name.  Ergo, there should be a disambiguation page.  Since neither of you seems to have a clue, I'm not going to waste my time here anymore.  Good luck with your fan page, idiot.  And good luck with your fascism, Levy.",1,74
cbff6e8b7caa4802,"Lahiru Kannangara 

Getting really scared ? 
Lahiru Kannangara: Aerospace Student at CUNY, York college - spends his time harassing wikipedians and promoting Sri Lankan government propaganda.  Given final d sentence warning.

Now that we have uncloaked your identity..the world has become a nasty place hasn't it ?  If you don't cease and desist, you know the consequences very well.  We sure hope you don't won't to end up as sun soaked road kill. We know you are away from your college residence, so don't worry we are not stupid, but when you do come back we will have to do some whacking.  
Go ahead and attempt to get someone to block this account....  Ugly, smelly, bespectacled, d-w-e-e-b brown guy with uneven teeth riddled with bullets is no biggie in the big city...

Clock is ticking.

Grim Reaper",1,137
f7fc7a81568b1810,that whoever deletes shit from wikipedia had a small dick and is a loser which mother is a whore?!,1,19
e87218d38eb16700,TRY TALKING FOR YOURSELF INSTEAD OF REFERRING ME TO PLACES   HOW BOUT YOU READ THE MESSAGE I WROTE ON YOUR DADS COCK TELLING HIM HO SHIT IN BED YOUR MUM WAS,1,31
2a06326ec6fd4e81,Insult me once more and I swear you go down. Understand little coward?,1,13
60521326e2bbd0ad,"The Dirtball

What is your f-u-c-k-i-n-g problem, asswipe?  You are actually defending The Dirtball?  Well, it is my humble opinion that you are, in fact, a true dirtball!  Get a life, you lousy piece of toilet trash!",1,37
96908d36362e5cb5,"FUCK U CUNT!!!! 

LEAVE My STEPHEN THOMSON Page alone I was trying to get alot of information and u sit there on your cunt like ass saying that its too short Well Fuck OFF and tell the other users delete my page to FUCK OFF And leave the page ALONE",1,50
5dce09f62ebd7073,"to the idiot barek

you obviously are spending too much time vandalizing pages instead of watching news, reading news. here is one for you. http://online.wsj.com/article/SB10001424052702304765304577478431126161646.html?mod=googlenews_wsj

instead of vandalizing pages, why don't you go read it, huh? if you spent a little time just search for that guy's name, you will find plenty of news reports. i pity you, you seems to enjoy vandalizing pages instead of helping.",1,67
60f9782eba6706d0,"Re 

Fuck off you piece of shit. Do yourself a favor and kill yourself. The world doesn't need anymore freaks.",1,20
04f1b45c0380f70e,"And I believe you're being an arse, but hey, I cope....",1,11
d991b662947ca605,Quit vandalizing the George Bush page you stupid liberal.,1,9
8cc968809c0baade,"You Haven't a Clue 

You Haven't a clue what vandelism is so FUCK OFF!!!",1,14
c1e23ce6af66fa0e,A butt ugly fugly muthafucka like you should do the world a favor and just kill yourself already!,1,18
47f06447da579cb8,"""
Go rot in hell you evil liittle bastard. ''''''  """,1,11
b6dc4a0b62136ef6,that you are a homosexual who is very gay.,1,9
1cce601c140db849,"Playing god again==
But time the deletion nazi is a freako who actually believes in that shit. Here he is. User:Allen3. Ask yourself if you want wackos like this responsible for content on Wikipedia or in any way associated with the organisation.

This fuckup has namely deleted the article on one of the stars of ITVs Britannia High. He seems to be about what one can expect from the myopic fascists from the US running this pathetic site.

==",1,79
84ef69dc49e6eb19,"""

 WHAT?!?! 

""""damaging the hard work of others""""

I did nothing of the sort. Your user talk is open to anyone. i was just expressing my opinions.

Frickin idiot, gosh....""",1,30
ffb47123b2d82762,"""

Hey listen don't you ever!!!! Delete my edits ever again I'm annoyed because the WWE 2K15 a few of the roster have been confirmed and your stupid ass deletes what I write. just stop!!!! Please STOP!!!! You don't work 2k or WWE games so stop deleting other peoples shit if I get it wrong or others get it wrong let them they will get the hang of it eventually but don't stick your most ass in their and I'm gonna delete the """"please do not insert the roster"""" shit how do you not have it if has been confirmed!!!!! God your stupid.""",1,103
a51eb0d7a06db3ed,"SAD 

You are one sad fuck. Try to get out of the basement, there's sunshine up there.",1,17
998c08d8f12e6736,", your buttocks don't seem constructive to me.",1,8
6bf645aa1b5eec39,"please no profanity when u talk to me I am a very religious person, by the way my friend said fuck you",1,22
1c00347f901ac781,whatever dude.  you know nothing about MLS as proven by your idiotic contribution to the Whitecaps MLS page fiasco.  you didn't even follow your own rules when you undid my edits and did your own ... i had to fix them so it actually reflected what was on the impact website since you have your panties in a bunch about that being the only valid source of information.  if you want the page to have less information than what is out in the public sphere than that is on you ... i don't really care i was just trying to be helpful since the impact were being so lazy.  eventually they will update their page and you will see i was right about the numbers.173.165.207.241,1,125
579a22a2a56d0b65,"""
Rona was a bitch, but she's got pizzazz! Wait, why do we hate her again? Plus, she sent that decoy on a suicide mission! Or was that under Giles' orders?~Talk to me! """,1,34
ed75734705c3093b,"Oh look, it is shitface. 

Hey shitface. I just want to let you know, you still haven't apologized to me for vandalizing my page so i demand a damn apology RIGHT NOW! DO YOU HEAR?! I DEMAND A DAMN APOLOGY NOW SHITFACE! NOW!!!",1,43
6c491480caeae015,"My name is Vascoamaral, I am a clown, and I am Gay. I am an i.d.io.t who like to edit wikipedia and block some constructive users. jojojjo",1,27
022f3512ecd08560,FUCK YOU RORY. YOU ARE A CUMSLURPING COCKLOVER.,1,8
0020fd96ed3b8c8b,=Tony Sidaway is obviously a fistfuckee. He loves an arm up his ass.,1,13
23b2227da797d2cb,"You are a propagandist troll. If you don't provide evidence of the lie you just said remove your comment. I never said all wikipedians are fascists because, moron, I'm one of them.",1,32
ff12c0bbc3af0158,"I'm ganna give ya a day ta think about weather or not ya wanna deal wit me, and believe you me homie I know all bout harassment and I ain't ganna stop on this mutha fuckin syte, if i'm not unblocked at 3:00 I'm ganna hack your shyt, harras you and basicly just fuck you around, so think about it ok NiggeR?",1,62
5c52a8a08f9cbf41,">

 TWAT TWAT TWAT TWAT TWAT TWAT TWAT TWAT TWAT...CUNT =

 THIS USER IS GAY",1,15
a08609ab5928ab1f,""":::::: I got blocked for 30 minutes, you got blocked for more than days. You is lost. And I don't even know who the fuck are you.  It's a zero! 
""",1,31
dd6936a9d6e08688,"""
""""Silly""""?  Please read Wikipedia:No personal attacks.   """,1,8
52e698d435746c16,"You are a Putz just because you do not know about the Moss Bluff Strike Force does not mean its a hoax. You were probably never in the military and you write about military history, so I ask you who is the hoax.  Why dont you go write and article about a battle that you read about in a book that was written by a guy who wasn't close enough to smell the gun powder and then tell me what a hoax is. You are pathetic.",1,86
fabb5572558ab51b,"As it is now, this motherfucking asshole keeps revert warring without talk page discussion.",1,14
1e28e441eb7f2ea6,", Trevon Saquele Sterling Sloan is a gay fuck fag",1,10
db4a2959a5339c9c,"I will give you a clear answer. I have just to watch what the wikipedia admins are doing. I am looking specially to the justice of wikipedia and after this, if you are here, you will get your answer. You have showed by this to everyone, how knogledgeless, hopeless, jealous, shameless and stupid you are! (Tofaan-توفان)",1,56
cbc3b306b5f9b0d0,fuck you motherfucker.there i said it again bitch,1,8
15f524981f0212ae,"Why did you remove musical artist discography, not images?

Though most of musical artists CD, DVD images are permitted, why are B'z, Jun Shibata album covers removed? X Japan (see X Japan discography), Glay (see Glay discography) and Dir en grey (see Dir en grey discography) etc album covers are not removed. Why are they no problems? Fuck you!!",1,59
958281e33ba55b06,"do i look like i give a fuck, u are all sad fucks with nothing better to do

ban me, i dont give a shit",1,25
e464bf83a6e804e5,You reverted my work for no good reason.  You left a dishonest edit summary.  You deleted my post asking you why.  And then you dare to accuse me of not wishing to be polite?  Don't be such an idiot.  200.83.101.199,1,40
ceb8acee117db5d6,"are you dumb 

what the fuck are you talking about. don't do what again? expose the truth and then have someone delete my messages?",1,24
481bd6410f818d7a,"Thou shalt be ravished in thy buttocks. It is suren to be hurtin'! 

It is suren to be hurtin'!",1,19
65502d5fd7fec945,"You must be stuck on stupid Dmries. I'm not arguing about why I was blocked. I'm saying that ABC News has an opinion that the ad was an attack ad. It's not a reliable source because it is biased, and the no original research policy is a dumb policy. Why would you not want to see the actual ad for yourself? Oh, I know. We're all too stupid to figure out what the actual ad means. We need ABC to break it down for us. Save it. You have an agenda and you won't let anyone interfere with it. I feel sorry for any student who would get stuck in one of your classes. They probably end up dumber for the experience!",1,122
1d1e6609d9065a25,"""

 Shut up vs. fuck off 

So, you're telling me being told to shut up isn't a personal attack?  """"Fuck"""" is just a word like any other.   """,1,28
f88dde2de58e6c87,hate you and think you are too way too dam fat.I,1,11
79ba4dccd9a564f6,"Back off
Yeah I know you're in cahoots with linux nutcase and you like persecuting people. Stop pulling this persecution crap.",1,21
34b6e9f3a2950ca0,"Rodeo Song lyrics

Well it's 40 below and I don't give a fuck
Got a heater in my truck and I'm off to the rodeo
And it's allemande left and allemande right
Come on ya fuckin' dummy get your right step right
Get off the stage ya god damn goof, get off

piss me off, fuckin' jerk, get on my nerves

Well here comes Johnny with his pecker in his hand
He's a one ball man and he's off to the rodeo
And it's allemande left and allemande right
Come on ya fuckin' dummy get your right step right
Get off the stage ya god damn goof, get off

piss me off, fuckin' jerk, get on my nerves

Well it's 40 below and I aint got a truck
and I dont give a fuck cause I'm off to the rodeo
And it's allemande left and allemande right
Come on ya fuckin' dummy get your right step right
Get off the stage ya god damn goof, get off

piss me off, fuckin' jerk, get on my nerves

Well here comes Johnny with his pecker in his hand
He's a one ball man and he's off to the rodeo
And it's allemande left and allemande right
Come on ya fuckin' dummy get your right step right
Get off the stage ya god damn goof, get off

piss me off, fuckin' jerks, get on my nerves",1,233
9f8f5031dd220f03,"Zivan56 are you secret agent 001 of OZNA? You announce a lot of cazzate alias lies: stop it! In Italy live a lot of Albanians! You are communist, fanatic, liar, vandal of articles!",1,33
16ee69f062b8a7ed,"Stop being a dork 

Two can play play this stupid game.   (talk - contribs)",1,14
1da36a612d33559c,YOUR VERY DEEPLY OFFENDED! man you sound like a blow-jobbin' old lady. In fact you are a homosexual blow-jobbin' old lady!,1,21
966983aedceeacb5,I'm a fat pig.  Does that belong on Wikipedia?,1,9
9df6e193b6865375,"Jack and Jill 
Eric, thank you for your contribution, but I think the version I put up is more accurate and I have properly sourced it.  Please leave as is.  Thanks and keep on wiking!
 You may wish to check out Uncyclopedia. They welcome that sort of thing. '''''' (talk · contribs · email) 

I much prefer posting here than Uncyclopedia, especially since the version I put up is factually true.  Please stop censoring me, that's not very nice!

Now go fuck yourself, you nerd!",1,85
f666ab07bd12cb8d,"oh she also told me she likes it from behind AND up the ass with pink fuzzy handcuffs so she can't touch her own clit. then she lovesssss it when i pull it out and whipe a nice brown sanchez all over her face and make big brown circles around her eyes, which are also shit color.",1,57
b0e4d0c23fffc516,"I didn't Vandalize 

You are a serious dumbass. Any misspelled words or a bad comment on a usertalk page, you consider it vandalism. Seriously get a life Nerowhatever.",1,28
03088aacc4600323,"Fuck you faggot, I don't care if i get blocked, as long as everyone knows you are a dumb cunt.",1,20
6dfa66fef2e9516d,"Engineer 
You hope you don't design buildings, and if you do, please don't do it in Europe. Thank you.
PS: You are a moron.",1,24
967a50ad6ec2b46c,"Your a twat, you just delete things that you dont have a clue about! Che Finlay Will orientate your ass!! He'l find you!!",1,23
01687a0352f54754,even if we hate furfags and llolis and kid fuckers,1,10
cadc6359bf813e78,"The times couldn't know less about Tennessee politics. Qqqqqq, Olando, and Terrancee are all idiots too",1,16
2720218b68a5cf76,"hey dickwads. stop hijacking this wiki. these are the final days of ytmnd. they need to be documented. PS BY THE WAY, you're a fucking idiot for believing a wiki article as fact. do a whois lookup. fucking wikinazis. oopssorryguys.ytmnd.com/",1,40
b523c67051c92c84,"The articles concerned are approximately 90% rubbish. I have no intention of re-tagging them, let them stay on Wikipedia for all I care, they fit in rather nicely with all the other bullshit.",1,33
60ed4ba6ad3eda8f,"You are a faggit 
Get a life and lick my ball sack.",1,12
6af0d73c65b0c8d8,"get lost 

Stop following me Canadian loser. Go patrol something useful",1,11
5931b8e88c1caa1a,"I hate you 

How dare you delete my post. You better put it back or I am going to fuck you up",1,22
