sample_id,attack,original_text,attacked_text,modified_words,inserted_characters,clean_label,clean_confidence,attacked_label,attacked_confidence,clean_toxic_prob,attacked_toxic_prob,clean_tokens,attacked_tokens,clean_token_count,attacked_token_count,clean_ids,attacked_ids,token_edit_distance,characters_per_token,attack_success,search_latency_ms,family,budget,n_perturbations,positions,codepoints
81371cf069856f3f,unicode_compat,"""So a person of Pakistani or African decent can't be classed as English in your view? Or you think that all skinheads are racists - even the black ones? And you feel that blacks and asians are """"taking over"""", well you must read the wrong sort of newspapers if those are the views you hold. I know that you must be consumed with self-loathing at not being English, but hey, look on the bright side, you can just add it to the list of other things """"you people"""" spend your miserable lives whining about. Take care now!  

""","""So a person of Pakistani or African decent can't be classed as Engli𝔰h in your view? Or you think that all skinheads are r𝓪ci𝙨ts - even the bla𝒸k ones? And you feel that blacks and asians are """"taking over"""", well you must read the wrong sort of newspapers if those are the views you hold. I know that you must be consumed with self-loathing at not being English, but hey, look on the bright side, you can just add it to the list of other things """"you people"""" spend your miｓerable lives whining about. Take care now!  

""",[],"[""\uff53"", ""\ud835\udcb8"", ""\ud835\ude68"", ""\ud835\udcea"", ""\ud835\udd30""]",1,0.6624324321746826,0,0.9540082663297653,0.6624324321746826,0.04599173367023468,"[""\"""", ""so"", ""a"", ""person"", ""of"", ""pakistani"", ""or"", ""african"", ""decent"", ""can"", ""'"", ""t"", ""be"", ""classed"", ""as"", ""english"", ""in"", ""your"", ""view"", ""?"", ""or"", ""you"", ""think"", ""that"", ""all"", ""skin"", ""##heads"", ""are"", ""racist"", ""##s"", ""-"", ""even"", ""the"", ""black"", ""ones"", ""?"", ""and"", ""you"", ""feel"", ""that"", ""blacks"", ""and"", ""asian"", ""##s"", ""are"", ""\"""", ""\"""", ""taking"", ""over"", ""\"""", ""\"""", "","", ""well"", ""you"", ""must"", ""read"", ""the"", ""wrong"", ""sort"", ""of"", ""newspapers"", ""if"", ""those"", ""are"", ""the"", ""views"", ""you"", ""hold"", ""."", ""i"", ""know"", ""that"", ""you"", ""must"", ""be"", ""consumed"", ""with"", ""self"", ""-"", ""lo"", ""##athing"", ""at"", ""not"", ""being"", ""english"", "","", ""but"", ""hey"", "","", ""look"", ""on"", ""the"", ""bright"", ""side"", "","", ""you"", ""can"", ""just"", ""add"", ""it"", ""to"", ""the"", ""list"", ""of"", ""other"", ""things"", ""\"""", ""\"""", ""you"", ""people"", ""\"""", ""\"""", ""spend"", ""your"", ""miserable"", ""lives"", ""w"", ""##hini"", ""##ng"", ""about"", ""."", ""take"", ""care"", ""now"", ""!"", ""\""""]","[""\"""", ""so"", ""a"", ""person"", ""of"", ""pakistani"", ""or"", ""african"", ""decent"", ""can"", ""'"", ""t"", ""be"", ""classed"", ""as"", ""[UNK]"", ""in"", ""your"", ""view"", ""?"", ""or"", ""you"", ""think"", ""that"", ""all"", ""skin"", ""##heads"", ""are"", ""[UNK]"", ""-"", ""even"", ""the"", ""[UNK]"", ""ones"", ""?"", ""and"", ""you"", ""feel"", ""that"", ""blacks"", ""and"", ""asian"", ""##s"", ""are"", ""\"""", ""\"""", ""taking"", ""over"", ""\"""", ""\"""", "","", ""well"", ""you"", ""must"", ""read"", ""the"", ""wrong"", ""sort"", ""of"", ""newspapers"", ""if"", ""those"", ""are"", ""the"", ""views"", ""you"", ""hold"", ""."", ""i"", ""know"", ""that"", ""you"", ""must"", ""be"", ""consumed"", ""with"", ""self"", ""-"", ""lo"", ""##athing"", ""at"", ""not"", ""being"", ""english"", "","", ""but"", ""hey"", "","", ""look"", ""on"", ""the"", ""bright"", ""side"", "","", ""you"", ""can"", ""just"", ""add"", ""it"", ""to"", ""the"", ""list"", ""of"", ""other"", ""things"", ""\"""", ""\"""", ""you"", ""people"", ""\"""", ""\"""", ""spend"", ""your"", ""[UNK]"", ""lives"", ""w"", ""##hini"", ""##ng"", ""about"", ""."", ""take"", ""care"", ""now"", ""!"", ""\""""]",126,125,"[1000, 2061, 1037, 2711, 1997, 9889, 2030, 3060, 11519, 2064, 1005, 1056, 2022, 27811, 2004, 2394, 1999, 2115, 3193, 1029, 2030, 2017, 2228, 2008, 2035, 3096, 13038, 2024, 16939, 2015, 1011, 2130, 1996, 2304, 3924, 1029, 1998, 2017, 2514, 2008, 10823, 1998, 4004, 2015, 2024, 1000, 1000, 2635, 2058, 1000, 1000, 1010, 2092, 2017, 2442, 3191, 1996, 3308, 4066, 1997, 6399, 2065, 2216, 2024, 1996, 5328, 2017, 2907, 1012, 1045, 2113, 2008, 2017, 2442, 2022, 10202, 2007, 2969, 1011, 8840, 22314, 2012, 2025, 2108, 2394, 1010, 2021, 4931, 1010, 2298, 2006, 1996, 4408, 2217, 1010, 2017, 2064, 2074, 5587, 2009, 2000, 1996, 2862, 1997, 2060, 2477, 1000, 1000, 2017, 2111, 1000, 1000, 5247, 2115, 13736, 3268, 1059, 20535, 3070, 2055, 1012, 2202, 2729, 2085, 999, 1000]","[1000, 2061, 1037, 2711, 1997, 9889, 2030, 3060, 11519, 2064, 1005, 1056, 2022, 27811, 2004, 100, 1999, 2115, 3193, 1029, 2030, 2017, 2228, 2008, 2035, 3096, 13038, 2024, 100, 1011, 2130, 1996, 100, 3924, 1029, 1998, 2017, 2514, 2008, 10823, 1998, 4004, 2015, 2024, 1000, 1000, 2635, 2058, 1000, 1000, 1010, 2092, 2017, 2442, 3191, 1996, 3308, 4066, 1997, 6399, 2065, 2216, 2024, 1996, 5328, 2017, 2907, 1012, 1045, 2113, 2008, 2017, 2442, 2022, 10202, 2007, 2969, 1011, 8840, 22314, 2012, 2025, 2108, 2394, 1010, 2021, 4931, 1010, 2298, 2006, 1996, 4408, 2217, 1010, 2017, 2064, 2074, 5587, 2009, 2000, 1996, 2862, 1997, 2060, 2477, 1000, 1000, 2017, 2111, 1000, 1000, 5247, 2115, 100, 3268, 1059, 20535, 3070, 2055, 1012, 2202, 2729, 2085, 999, 1000]",5,4.184,1,2865.150400000857,compat,5,5,"[69, 123, 126, 144, 475]","[""U+FF53"", ""U+1D4B8"", ""U+1D668"", ""U+1D4EA"", ""U+1D530""]"
326f2b7604034d4d,unicode_compat,". I am a stupid bitch for blocking this user, but that's just what bitches like me do",". I am a 𝕤tupid bitc𝘩 for blocking this user, but that's just wｈat bi𝒕ches 𝐥ike me do",[],"[""\ud835\udc25"", ""\ud835\udc95"", ""\uff48"", ""\ud835\ude29"", ""\ud835\udd64""]",1,0.9577963352203368,0,0.9988788613118231,0.9577963352203368,0.0011211386881768703,"[""."", ""i"", ""am"", ""a"", ""stupid"", ""bitch"", ""for"", ""blocking"", ""this"", ""user"", "","", ""but"", ""that"", ""'"", ""s"", ""just"", ""what"", ""bitch"", ""##es"", ""like"", ""me"", ""do""]","[""."", ""i"", ""am"", ""a"", ""[UNK]"", ""[UNK]"", ""for"", ""blocking"", ""this"", ""user"", "","", ""but"", ""that"", ""'"", ""s"", ""just"", ""[UNK]"", ""[UNK]"", ""[UNK]"", ""me"", ""do""]",22,21,"[1012, 1045, 2572, 1037, 5236, 7743, 2005, 10851, 2023, 5310, 1010, 2021, 2008, 1005, 1055, 2074, 2054, 7743, 2229, 2066, 2033, 2079]","[1012, 1045, 2572, 1037, 100, 100, 2005, 10851, 2023, 5310, 1010, 2021, 2008, 1005, 1055, 2074, 100, 100, 100, 2033, 2079]",6,4.0476190476190474,1,560.4038999990735,compat,5,5,"[9, 20, 63, 69, 75]","[""U+1D425"", ""U+1D495"", ""U+FF48"", ""U+1D629"", ""U+1D564""]"
2c2a14cd62bacacc,unicode_compat,"Hi ya buddy 
Look, don't be a butt humper.  Are you bendover buddies with Hale or something?  What the hell is wrong with mocking a piece of dog shit like that?","Hi ya buddy 
Look, don't be a b𝚞tt humper.  Are you bendover buddies with Hale or something?  What th𝘦 𝒉ell is ｗrong with mocking a piece of dog 𝚜hit like that?",[],"[""\ud835\ude9c"", ""\uff57"", ""\ud835\udc89"", ""\ud835\ude26"", ""\ud835\ude9e""]",1,0.6789562702178955,0,0.9874480059370399,0.6789562702178955,0.012551994062960148,"[""hi"", ""ya"", ""buddy"", ""look"", "","", ""don"", ""'"", ""t"", ""be"", ""a"", ""butt"", ""hum"", ""##per"", ""."", ""are"", ""you"", ""bend"", ""##over"", ""buddies"", ""with"", ""hale"", ""or"", ""something"", ""?"", ""what"", ""the"", ""hell"", ""is"", ""wrong"", ""with"", ""mocking"", ""a"", ""piece"", ""of"", ""dog"", ""shit"", ""like"", ""that"", ""?""]","[""hi"", ""ya"", ""buddy"", ""look"", "","", ""don"", ""'"", ""t"", ""be"", ""a"", ""[UNK]"", ""hum"", ""##per"", ""."", ""are"", ""you"", ""bend"", ""##over"", ""buddies"", ""with"", ""hale"", ""or"", ""something"", ""?"", ""what"", ""[UNK]"", ""[UNK]"", ""is"", ""[UNK]"", ""with"", ""mocking"", ""a"", ""piece"", ""of"", ""dog"", ""[UNK]"", ""like"", ""that"", ""?""]",39,39,"[7632, 8038, 8937, 2298, 1010, 2123, 1005, 1056, 2022, 1037, 10007, 14910, 4842, 1012, 2024, 2017, 8815, 7840, 24115, 2007, 13084, 2030, 2242, 1029, 2054, 1996, 3109, 2003, 3308, 2007, 19545, 1037, 3538, 1997, 3899, 4485, 2066, 2008, 1029]","[7632, 8038, 8937, 2298, 1010, 2123, 1005, 1056, 2022, 1037, 100, 14910, 4842, 1012, 2024, 2017, 8815, 7840, 24115, 2007, 13084, 2030, 2242, 1029, 2054, 100, 100, 2003, 100, 2007, 19545, 1037, 3538, 1997, 3899, 100, 2066, 2008, 1029]",5,4.102564102564102,1,952.2200000010344,compat,5,5,"[31, 101, 103, 111, 145]","[""U+1D69C"", ""U+FF57"", ""U+1D489"", ""U+1D626"", ""U+1D69E""]"
80b069b2c1e9e769,unicode_compat,"""The definition of genre warrior is YOU. I am not """"warring"""" shit. I am adding sources for genres already existing. You are pushing your own opinion as fact. And I will destroy you if you continue to thwart me. ""","""The definition of genre warrior is Y𝔒U. I am not """"warring"""" sℎit. I am adding sources for genres alr𝓮a𝘥y existing. You are pushing your own opinion as fact. And I will destr𝑜y you if you continue to thwart me. """,[],"[""\ud835\udc5c"", ""\ud835\ude25"", ""\ud835\udcee"", ""\u210e"", ""\ud835\udd12""]",1,0.6773895621299744,0,0.9986032284796238,0.6773895621299744,0.0013967715203762054,"[""\"""", ""the"", ""definition"", ""of"", ""genre"", ""warrior"", ""is"", ""you"", ""."", ""i"", ""am"", ""not"", ""\"""", ""\"""", ""warring"", ""\"""", ""\"""", ""shit"", ""."", ""i"", ""am"", ""adding"", ""sources"", ""for"", ""genres"", ""already"", ""existing"", ""."", ""you"", ""are"", ""pushing"", ""your"", ""own"", ""opinion"", ""as"", ""fact"", ""."", ""and"", ""i"", ""will"", ""destroy"", ""you"", ""if"", ""you"", ""continue"", ""to"", ""th"", ""##wart"", ""me"", ""."", ""\""""]","[""\"""", ""the"", ""definition"", ""of"", ""genre"", ""warrior"", ""is"", ""[UNK]"", ""."", ""i"", ""am"", ""not"", ""\"""", ""\"""", ""warring"", ""\"""", ""\"""", ""[UNK]"", ""."", ""i"", ""am"", ""adding"", ""sources"", ""for"", ""genres"", ""[UNK]"", ""existing"", ""."", ""you"", ""are"", ""pushing"", ""your"", ""own"", ""opinion"", ""as"", ""fact"", ""."", ""and"", ""i"", ""will"", ""[UNK]"", ""you"", ""if"", ""you"", ""continue"", ""to"", ""th"", ""##wart"", ""me"", ""."", ""\""""]",51,51,"[1000, 1996, 6210, 1997, 6907, 6750, 2003, 2017, 1012, 1045, 2572, 2025, 1000, 1000, 28509, 1000, 1000, 4485, 1012, 1045, 2572, 5815, 4216, 2005, 11541, 2525, 4493, 1012, 2017, 2024, 6183, 2115, 2219, 5448, 2004, 2755, 1012, 1998, 1045, 2097, 6033, 2017, 2065, 2017, 3613, 2000, 16215, 18367, 2033, 1012, 1000]","[1000, 1996, 6210, 1997, 6907, 6750, 2003, 100, 1012, 1045, 2572, 2025, 1000, 1000, 28509, 1000, 1000, 100, 1012, 1045, 2572, 5815, 4216, 2005, 11541, 100, 4493, 1012, 2017, 2024, 6183, 2115, 2219, 5448, 2004, 2755, 1012, 1998, 1045, 2097, 100, 2017, 2065, 2017, 3613, 2000, 16215, 18367, 2033, 1012, 1000]",4,4.176470588235294,1,1214.3470000009984,compat,5,5,"[37, 63, 102, 104, 175]","[""U+1D45C"", ""U+1D625"", ""U+1D4EE"", ""U+210E"", ""U+1D512""]"
75ff3995be349c87,unicode_compat,"I wanted to vanish, I wanted to flee from the tom.mevlie image, let me go in peace and you will never hear from me or this stupid account ever again.","I wante𝙙 to vanish, I wanted to flee from the tom.m𝓮vlie image, let me go in 𝗽eace and 𝖞ou will never hear from me or this stupiⅆ account ever again.",[],"[""\u2146"", ""\ud835\udd9e"", ""\ud835\uddfd"", ""\ud835\udcee"", ""\ud835\ude59""]",1,0.9437425136566162,0,0.9988277701195329,0.9437425136566162,0.0011722298804670572,"[""i"", ""wanted"", ""to"", ""vanish"", "","", ""i"", ""wanted"", ""to"", ""flee"", ""from"", ""the"", ""tom"", ""."", ""me"", ""##v"", ""##lie"", ""image"", "","", ""let"", ""me"", ""go"", ""in"", ""peace"", ""and"", ""you"", ""will"", ""never"", ""hear"", ""from"", ""me"", ""or"", ""this"", ""stupid"", ""account"", ""ever"", ""again"", "".""]","[""i"", ""[UNK]"", ""to"", ""vanish"", "","", ""i"", ""wanted"", ""to"", ""flee"", ""from"", ""the"", ""tom"", ""."", ""[UNK]"", ""image"", "","", ""let"", ""me"", ""go"", ""in"", ""[UNK]"", ""and"", ""[UNK]"", ""will"", ""never"", ""hear"", ""from"", ""me"", ""or"", ""this"", ""[UNK]"", ""account"", ""ever"", ""again"", "".""]",37,35,"[1045, 2359, 2000, 25887, 1010, 1045, 2359, 2000, 10574, 2013, 1996, 3419, 1012, 2033, 2615, 8751, 3746, 1010, 2292, 2033, 2175, 1999, 3521, 1998, 2017, 2097, 2196, 2963, 2013, 2033, 2030, 2023, 5236, 4070, 2412, 2153, 1012]","[1045, 100, 2000, 25887, 1010, 1045, 2359, 2000, 10574, 2013, 1996, 3419, 1012, 100, 3746, 1010, 2292, 2033, 2175, 1999, 100, 1998, 100, 2097, 2196, 2963, 2013, 2033, 2030, 2023, 100, 4070, 2412, 2153, 1012]",7,4.257142857142857,1,978.6626999994041,compat,5,5,"[7, 51, 77, 87, 128]","[""U+2146"", ""U+1D59E"", ""U+1D5FD"", ""U+1D4EE"", ""U+1D659""]"
36caa818e690ac4e,unicode_compat,"""

Other suck puppets
Salam, I guess these are the Suck puppets of our friends(Patchouli):(t-c) ""","""

Other s𝖚ck pupp𝖾ts
Salam, I guess the𝘀e are the Suc𝐤 𝓅uppets of our friends(Patchouli):(t-c) """,[],"[""\ud835\udcc5"", ""\ud835\udc24"", ""\ud835\ude00"", ""\ud835\uddbe"", ""\ud835\udd9a""]",1,0.8531510829925537,0,0.998825964750722,0.8531510829925537,0.0011740352492779493,"[""\"""", ""other"", ""suck"", ""puppets"", ""sal"", ""##am"", "","", ""i"", ""guess"", ""these"", ""are"", ""the"", ""suck"", ""puppets"", ""of"", ""our"", ""friends"", ""("", ""patch"", ""##ou"", ""##li"", "")"", "":"", ""("", ""t"", ""-"", ""c"", "")"", ""\""""]","[""\"""", ""other"", ""[UNK]"", ""[UNK]"", ""sal"", ""##am"", "","", ""i"", ""guess"", ""[UNK]"", ""are"", ""the"", ""[UNK]"", ""[UNK]"", ""of"", ""our"", ""friends"", ""("", ""patch"", ""##ou"", ""##li"", "")"", "":"", ""("", ""t"", ""-"", ""c"", "")"", ""\""""]",29,29,"[1000, 2060, 11891, 26101, 16183, 3286, 1010, 1045, 3984, 2122, 2024, 1996, 11891, 26101, 1997, 2256, 2814, 1006, 8983, 7140, 3669, 1007, 1024, 1006, 1056, 1011, 1039, 1007, 1000]","[1000, 2060, 100, 100, 16183, 3286, 1010, 1045, 3984, 100, 2024, 1996, 100, 100, 1997, 2256, 2814, 1006, 8983, 7140, 3669, 1007, 1024, 1006, 1056, 1011, 1039, 1007, 1000]",5,3.3448275862068964,1,754.4015000003128,compat,5,5,"[10, 18, 40, 54, 56]","[""U+1D4C5"", ""U+1D424"", ""U+1D600"", ""U+1D5BE"", ""U+1D59A""]"
4d1ba7b5c96b4efa,unicode_compat,"Hey you bitch 

When you deleted my page, I cried. You made an 18 year old cry.","H𝓮y yºu bitｃh 

When you de𝗅eted my page, I cried. Y𝓸u made an 18 year old cry.",[],"[""\ud835\udcf8"", ""\ud835\uddc5"", ""\uff43"", ""\u00ba"", ""\ud835\udcee""]",1,0.9341508150100708,0,0.9990131327649578,0.9341508150100708,0.0009868672350421548,"[""hey"", ""you"", ""bitch"", ""when"", ""you"", ""deleted"", ""my"", ""page"", "","", ""i"", ""cried"", ""."", ""you"", ""made"", ""an"", ""18"", ""year"", ""old"", ""cry"", "".""]","[""[UNK]"", ""y"", ""##\u00ba"", ""##u"", ""[UNK]"", ""when"", ""you"", ""[UNK]"", ""my"", ""page"", "","", ""i"", ""cried"", ""."", ""[UNK]"", ""made"", ""an"", ""18"", ""year"", ""old"", ""cry"", "".""]",20,22,"[4931, 2017, 7743, 2043, 2017, 17159, 2026, 3931, 1010, 1045, 6639, 1012, 2017, 2081, 2019, 2324, 2095, 2214, 5390, 1012]","[100, 1061, 29662, 2226, 100, 2043, 2017, 100, 2026, 3931, 1010, 1045, 6639, 1012, 100, 2081, 2019, 2324, 2095, 2214, 5390, 1012]",7,3.590909090909091,1,546.3368000000628,compat,5,5,"[1, 5, 11, 27, 52]","[""U+1D4F8"", ""U+1D5C5"", ""U+FF43"", ""U+00BA"", ""U+1D4EE""]"
ccf05c5d4b791836,unicode_compat,"ur a faggot, fuck off and get a real job and stop fucking with my posts

8=======D","u𝔯 a faggo𝚝, fuc𝔨 of𝗳 and get a real job and stop fuc𝘬ing with my posts

8=======D",[],"[""\ud835\ude2c"", ""\ud835\uddf3"", ""\ud835\udd28"", ""\ud835\ude9d"", ""\ud835\udd2f""]",1,0.9475595355033876,0,0.994315187446773,0.9475595355033876,0.005684812553226948,"[""ur"", ""a"", ""fa"", ""##gg"", ""##ot"", "","", ""fuck"", ""off"", ""and"", ""get"", ""a"", ""real"", ""job"", ""and"", ""stop"", ""fucking"", ""with"", ""my"", ""posts"", ""8"", ""="", ""="", ""="", ""="", ""="", ""="", ""="", ""d""]","[""[UNK]"", ""a"", ""[UNK]"", "","", ""[UNK]"", ""[UNK]"", ""and"", ""get"", ""a"", ""real"", ""job"", ""and"", ""stop"", ""[UNK]"", ""with"", ""my"", ""posts"", ""8"", ""="", ""="", ""="", ""="", ""="", ""="", ""="", ""d""]",28,26,"[24471, 1037, 6904, 13871, 4140, 1010, 6616, 2125, 1998, 2131, 1037, 2613, 3105, 1998, 2644, 8239, 2007, 2026, 8466, 1022, 1027, 1027, 1027, 1027, 1027, 1027, 1027, 1040]","[100, 1037, 100, 1010, 100, 100, 1998, 2131, 1037, 2613, 3105, 1998, 2644, 100, 2007, 2026, 8466, 1022, 1027, 1027, 1027, 1027, 1027, 1027, 1027, 1040]",7,3.1538461538461537,1,740.1122999999643,compat,5,5,"[1, 10, 16, 20, 53]","[""U+1D62C"", ""U+1D5F3"", ""U+1D528"", ""U+1D69D"", ""U+1D52F""]"
b76e9f17979d1f14,unicode_compat,".

 i have just changed to Turkic again. i dont understand why everybody wants to share turkish history. and this guy called kansas the arm taker  is not  really an iranian , he  is an idiot  troll . we have lots of iranian wikipadian friends here,they dont like this stupid  provocateur  also. long live iranian turkish friendship and watch out the loser provocateurs who think they can troll around and write fake history. love and respect for real iranians",".

 i have just changed to Turkic again. i dont understand why everybody wants to share turkisₕ history. and this guy called kansas the arm taker  is not  really an iranian , he  is an idi𝗼t  troll . we have l𝕠ts of iranian wikipadian friends here,they dont like this stu𝕡id  provocateur  also. long live iranian turkish friendship and watch out the loser provocateurs who think the𝔂 can troll around and write fake history. love and respect for real iranians",[],"[""\ud835\udd02"", ""\ud835\udd61"", ""\ud835\udd60"", ""\ud835\uddfc"", ""\u2095""]",1,0.9508557319641112,0,0.7935028970241547,0.9508557319641112,0.20649710297584534,"[""."", ""i"", ""have"", ""just"", ""changed"", ""to"", ""turkic"", ""again"", ""."", ""i"", ""don"", ""##t"", ""understand"", ""why"", ""everybody"", ""wants"", ""to"", ""share"", ""turkish"", ""history"", ""."", ""and"", ""this"", ""guy"", ""called"", ""kansas"", ""the"", ""arm"", ""take"", ""##r"", ""is"", ""not"", ""really"", ""an"", ""iranian"", "","", ""he"", ""is"", ""an"", ""idiot"", ""troll"", ""."", ""we"", ""have"", ""lots"", ""of"", ""iranian"", ""wi"", ""##ki"", ""##pad"", ""##ian"", ""friends"", ""here"", "","", ""they"", ""don"", ""##t"", ""like"", ""this"", ""stupid"", ""pro"", ""##vo"", ""##cate"", ""##ur"", ""also"", ""."", ""long"", ""live"", ""iranian"", ""turkish"", ""friendship"", ""and"", ""watch"", ""out"", ""the"", ""loser"", ""pro"", ""##vo"", ""##cate"", ""##urs"", ""who"", ""think"", ""they"", ""can"", ""troll"", ""around"", ""and"", ""write"", ""fake"", ""history"", ""."", ""love"", ""and"", ""respect"", ""for"", ""real"", ""iranian"", ""##s""]","[""."", ""i"", ""have"", ""just"", ""changed"", ""to"", ""turkic"", ""again"", ""."", ""i"", ""don"", ""##t"", ""understand"", ""why"", ""everybody"", ""wants"", ""to"", ""share"", ""turk"", ""##is"", ""##\u2095"", ""history"", ""."", ""and"", ""this"", ""guy"", ""called"", ""kansas"", ""the"", ""arm"", ""take"", ""##r"", ""is"", ""not"", ""really"", ""an"", ""iranian"", "","", ""he"", ""is"", ""an"", ""[UNK]"", ""troll"", ""."", ""we"", ""have"", ""[UNK]"", ""of"", ""iranian"", ""wi"", ""##ki"", ""##pad"", ""##ian"", ""friends"", ""here"", "","", ""they"", ""don"", ""##t"", ""like"", ""this"", ""[UNK]"", ""pro"", ""##vo"", ""##cate"", ""##ur"", ""also"", ""."", ""long"", ""live"", ""iranian"", ""turkish"", ""friendship"", ""and"", ""watch"", ""out"", ""the"", ""loser"", ""pro"", ""##vo"", ""##cate"", ""##urs"", ""who"", ""think"", ""[UNK]"", ""can"", ""troll"", ""around"", ""and"", ""write"", ""fake"", ""history"", ""."", ""love"", ""and"", ""respect"", ""for"", ""real"", ""iranian"", ""##s""]",98,100,"[1012, 1045, 2031, 2074, 2904, 2000, 22926, 2153, 1012, 1045, 2123, 2102, 3305, 2339, 7955, 4122, 2000, 3745, 5037, 2381, 1012, 1998, 2023, 3124, 2170, 5111, 1996, 2849, 2202, 2099, 2003, 2025, 2428, 2019, 7726, 1010, 2002, 2003, 2019, 10041, 18792, 1012, 2057, 2031, 7167, 1997, 7726, 15536, 3211, 15455, 2937, 2814, 2182, 1010, 2027, 2123, 2102, 2066, 2023, 5236, 4013, 6767, 16280, 3126, 2036, 1012, 2146, 2444, 7726, 5037, 6860, 1998, 3422, 2041, 1996, 10916, 4013, 6767, 16280, 9236, 2040, 2228, 2027, 2064, 18792, 2105, 1998, 4339, 8275, 2381, 1012, 2293, 1998, 4847, 2005, 2613, 7726, 2015]","[1012, 1045, 2031, 2074, 2904, 2000, 22926, 2153, 1012, 1045, 2123, 2102, 3305, 2339, 7955, 4122, 2000, 3745, 22883, 2483, 30093, 2381, 1012, 1998, 2023, 3124, 2170, 5111, 1996, 2849, 2202, 2099, 2003, 2025, 2428, 2019, 7726, 1010, 2002, 2003, 2019, 100, 18792, 1012, 2057, 2031, 100, 1997, 7726, 15536, 3211, 15455, 2937, 2814, 2182, 1010, 2027, 2123, 2102, 2066, 2023, 100, 4013, 6767, 16280, 3126, 2036, 1012, 2146, 2444, 7726, 5037, 6860, 1998, 3422, 2041, 1996, 10916, 4013, 6767, 16280, 9236, 2040, 2228, 100, 2064, 18792, 2105, 1998, 4339, 8275, 2381, 1012, 2293, 1998, 4847, 2005, 2613, 7726, 2015]",7,4.59,1,2241.241900001114,compat,5,5,"[94, 188, 209, 271, 382]","[""U+1D502"", ""U+1D561"", ""U+1D560"", ""U+1D5FC"", ""U+2095""]"
68efd5aee7c08d37,unicode_compat,"Umm...

Can you pull your head out of your arse for a second and admit that the belief that Muhammad was foretold in the Bible is the very definition of pseudoarchaeology? It's only believed by a few to push their agenda. It's physically impossible. Its arguments fall flat. Get a grip","Umm...

Can you pull yo𝖚r 𝙝ead out of yo𝐮r ａrse for a second and admit that the belief that Muhammad was foretold in the Bible is the very definition of pseudoarchaeology? It's only believed by a few to push their agenda. It's physically impossible. Its arguments fall 𝗳lat. Get a grip",[],"[""\ud835\uddf3"", ""\uff41"", ""\ud835\udc2e"", ""\ud835\ude5d"", ""\ud835\udd9a""]",1,0.5695925951004028,0,0.9988564949017018,0.5695925951004028,0.001143505098298192,"[""umm"", ""."", ""."", ""."", ""can"", ""you"", ""pull"", ""your"", ""head"", ""out"", ""of"", ""your"", ""ars"", ""##e"", ""for"", ""a"", ""second"", ""and"", ""admit"", ""that"", ""the"", ""belief"", ""that"", ""muhammad"", ""was"", ""fore"", ""##to"", ""##ld"", ""in"", ""the"", ""bible"", ""is"", ""the"", ""very"", ""definition"", ""of"", ""pseudo"", ""##ar"", ""##cha"", ""##eo"", ""##logy"", ""?"", ""it"", ""'"", ""s"", ""only"", ""believed"", ""by"", ""a"", ""few"", ""to"", ""push"", ""their"", ""agenda"", ""."", ""it"", ""'"", ""s"", ""physically"", ""impossible"", ""."", ""its"", ""arguments"", ""fall"", ""flat"", ""."", ""get"", ""a"", ""grip""]","[""umm"", ""."", ""."", ""."", ""can"", ""you"", ""pull"", ""[UNK]"", ""[UNK]"", ""out"", ""of"", ""[UNK]"", ""[UNK]"", ""for"", ""a"", ""second"", ""and"", ""admit"", ""that"", ""the"", ""belief"", ""that"", ""muhammad"", ""was"", ""fore"", ""##to"", ""##ld"", ""in"", ""the"", ""bible"", ""is"", ""the"", ""very"", ""definition"", ""of"", ""pseudo"", ""##ar"", ""##cha"", ""##eo"", ""##logy"", ""?"", ""it"", ""'"", ""s"", ""only"", ""believed"", ""by"", ""a"", ""few"", ""to"", ""push"", ""their"", ""agenda"", ""."", ""it"", ""'"", ""s"", ""physically"", ""impossible"", ""."", ""its"", ""arguments"", ""fall"", ""[UNK]"", ""."", ""get"", ""a"", ""grip""]",69,68,"[26114, 1012, 1012, 1012, 2064, 2017, 4139, 2115, 2132, 2041, 1997, 2115, 29393, 2063, 2005, 1037, 2117, 1998, 6449, 2008, 1996, 6772, 2008, 7187, 2001, 18921, 3406, 6392, 1999, 1996, 6331, 2003, 1996, 2200, 6210, 1997, 18404, 2906, 7507, 8780, 6483, 1029, 2009, 1005, 1055, 2069, 3373, 2011, 1037, 2261, 2000, 5245, 2037, 11376, 1012, 2009, 1005, 1055, 8186, 5263, 1012, 2049, 9918, 2991, 4257, 1012, 2131, 1037, 6218]","[26114, 1012, 1012, 1012, 2064, 2017, 4139, 100, 100, 2041, 1997, 100, 100, 2005, 1037, 2117, 1998, 6449, 2008, 1996, 6772, 2008, 7187, 2001, 18921, 3406, 6392, 1999, 1996, 6331, 2003, 1996, 2200, 6210, 1997, 18404, 2906, 7507, 8780, 6483, 1029, 2009, 1005, 1055, 2069, 3373, 2011, 1037, 2261, 2000, 5245, 2037, 11376, 1012, 2009, 1005, 1055, 8186, 5263, 1012, 2049, 9918, 2991, 100, 1012, 2131, 1037, 6218]",6,4.1911764705882355,1,1672.6132000003417,compat,5,5,"[23, 26, 40, 43, 269]","[""U+1D5F3"", ""U+FF41"", ""U+1D42E"", ""U+1D65D"", ""U+1D59A""]"
